loss,acc,type,model
0.053734005691483615,98.2,origin,CNN
0.03581839783117175,98.925,argument,CNN
0.05098963942192495,98.425,normal,CNN
1.4899532833099365,97.475,origin,DigitRecognizerNN
1.4796107273101806,98.325,argument,DigitRecognizerNN
1.4875091705322265,97.625,normal,DigitRecognizerNN
